order_id,node_id,order_type,quantity,goods
71,41,0,6,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 1, ""weight"": 3}]"
72,41,0,4,"[{""goods_type"": 4, ""weight"": 4}]"
73,43,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
74,44,0,10,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 7}]"
75,44,1,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
76,45,0,2,"[{""goods_type"": 2, ""weight"": 2}]"
77,45,0,8,"[{""goods_type"": 1, ""weight"": 7}, {""goods_type"": 3, ""weight"": 1}]"
78,46,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
79,47,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
80,47,1,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}]"
81,48,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
82,49,0,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}]"
83,49,1,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
84,49,1,1,"[{""goods_type"": 2, ""weight"": 1}]"
85,50,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
