order_id,node_id,order_type,quantity,goods
21,13,1,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
22,14,0,10,"[{""goods_type"": 3, ""weight"": 5}, {""goods_type"": 3, ""weight"": 5}]"
23,15,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
24,15,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
25,16,0,4,"[{""goods_type"": 2, ""weight"": 4}]"
26,16,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
27,17,0,10,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 3, ""weight"": 7}]"
28,17,1,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
29,17,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
30,18,0,6,"[{""goods_type"": 3, ""weight"": 6}]"
31,18,0,4,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}]"
32,19,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
33,19,0,3,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
34,19,1,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
35,20,0,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
36,20,0,2,"[{""goods_type"": 4, ""weight"": 2}]"
37,21,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
38,21,1,3,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}]"
39,21,1,2,"[{""goods_type"": 3, ""weight"": 2}]"
40,22,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
41,22,0,7,"[{""goods_type"": 3, ""weight"": 7}]"
42,23,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 4}]"
43,23,1,3,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}]"
44,24,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
45,24,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
46,24,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
47,25,0,10,"[{""goods_type"": 4, ""weight"": 4}, {""goods_type"": 4, ""weight"": 6}]"
48,25,1,5,"[{""goods_type"": 4, ""weight"": 5}]"
49,26,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
50,26,0,9,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 6}, {""goods_type"": 3, ""weight"": 1}]"
51,27,0,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 3}]"
52,27,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
53,28,0,3,"[{""goods_type"": 1, ""weight"": 3}]"
54,28,0,2,"[{""goods_type"": 4, ""weight"": 2}]"
55,29,0,10,"[{""goods_type"": 3, ""weight"": 5}, {""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
56,29,1,5,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 1, ""weight"": 1}]"
57,30,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
58,31,0,3,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}]"
59,31,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
60,31,1,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
61,32,0,5,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 1, ""weight"": 1}]"
62,33,0,10,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 3, ""weight"": 5}, {""goods_type"": 2, ""weight"": 1}]"
63,33,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
64,34,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
65,34,0,4,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
66,34,0,5,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 4, ""weight"": 1}]"
67,36,0,4,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}]"
68,36,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
69,37,0,6,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 1, ""weight"": 2}]"
70,37,0,4,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
71,37,1,5,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 3, ""weight"": 1}]"
72,38,0,10,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 4, ""weight"": 4}, {""goods_type"": 3, ""weight"": 4}]"
73,39,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
74,39,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
75,40,0,2,"[{""goods_type"": 4, ""weight"": 2}]"
76,40,0,3,"[{""goods_type"": 3, ""weight"": 3}]"
77,41,0,9,"[{""goods_type"": 3, ""weight"": 6}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
78,41,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
79,41,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
80,42,0,10,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 7}]"
81,43,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 3}]"
82,43,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
83,44,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}]"
84,45,0,10,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 3, ""weight"": 6}]"
85,45,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
86,46,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
87,47,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
88,47,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
89,48,0,3,"[{""goods_type"": 1, ""weight"": 3}]"
90,48,0,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
91,49,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
92,49,1,5,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 4, ""weight"": 1}]"
93,50,0,9,"[{""goods_type"": 4, ""weight"": 9}]"
94,50,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
95,51,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
96,51,1,3,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
97,52,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
98,53,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
99,53,1,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
100,54,0,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
101,54,0,7,"[{""goods_type"": 4, ""weight"": 7}]"
102,55,0,5,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 4, ""weight"": 1}]"
103,55,1,3,"[{""goods_type"": 3, ""weight"": 3}]"
104,56,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
105,57,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
106,57,1,5,"[{""goods_type"": 3, ""weight"": 5}]"
107,58,0,4,"[{""goods_type"": 2, ""weight"": 4}]"
108,58,0,6,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
109,59,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
110,59,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
111,60,0,3,"[{""goods_type"": 3, ""weight"": 3}]"
112,60,0,1,"[{""goods_type"": 3, ""weight"": 1}]"
113,60,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
114,61,0,10,"[{""goods_type"": 1, ""weight"": 9}, {""goods_type"": 3, ""weight"": 1}]"
115,61,1,1,"[{""goods_type"": 3, ""weight"": 1}]"
116,61,1,4,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 4, ""weight"": 1}]"
117,62,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
118,62,0,9,"[{""goods_type"": 3, ""weight"": 9}]"
119,63,0,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
120,63,0,2,"[{""goods_type"": 3, ""weight"": 2}]"
121,63,1,3,"[{""goods_type"": 2, ""weight"": 3}]"
122,64,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
123,65,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
124,65,1,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 4}]"
125,66,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
126,67,0,2,"[{""goods_type"": 2, ""weight"": 2}]"
127,67,0,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
128,67,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
129,69,0,10,"[{""goods_type"": 3, ""weight"": 8}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
130,69,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
131,70,0,10,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 5}, {""goods_type"": 3, ""weight"": 2}]"
132,71,0,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
133,71,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
134,72,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
135,74,0,6,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 5}]"
136,74,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
137,74,0,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
138,75,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
139,75,0,3,"[{""goods_type"": 4, ""weight"": 3}]"
140,75,1,3,"[{""goods_type"": 4, ""weight"": 3}]"
141,76,0,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 3, ""weight"": 3}]"
142,77,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
143,77,1,5,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
144,78,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
145,79,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
146,79,1,3,"[{""goods_type"": 3, ""weight"": 3}]"
147,80,0,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 2}]"
148,81,0,10,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 1, ""weight"": 3}, {""goods_type"": 1, ""weight"": 3}]"
149,81,1,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
150,82,0,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
151,82,0,7,"[{""goods_type"": 1, ""weight"": 7}]"
152,83,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
153,83,1,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
154,83,1,1,"[{""goods_type"": 4, ""weight"": 1}]"
155,84,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
156,84,0,2,"[{""goods_type"": 1, ""weight"": 2}]"
157,84,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
158,85,0,10,"[{""goods_type"": 2, ""weight"": 5}, {""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
159,85,1,5,"[{""goods_type"": 4, ""weight"": 4}, {""goods_type"": 3, ""weight"": 1}]"
160,86,0,10,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 5}]"
161,87,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
162,87,1,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
163,88,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
164,88,0,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
165,88,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
166,89,0,10,"[{""goods_type"": 4, ""weight"": 5}, {""goods_type"": 4, ""weight"": 5}]"
167,89,1,5,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 4, ""weight"": 1}]"
168,90,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
169,91,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 3}]"
170,91,1,3,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}]"
171,92,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 4}]"
172,93,0,10,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 7}]"
173,93,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
174,94,0,10,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 4}, {""goods_type"": 2, ""weight"": 5}]"
175,95,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 4}]"
176,95,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
177,96,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
178,96,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
179,97,0,10,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 4}, {""goods_type"": 3, ""weight"": 5}]"
180,97,1,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
181,98,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
182,99,0,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}]"
183,99,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
184,100,0,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
