id,addr,cluster,x,y,is_depot,service_time,tw_open,tw_close
83,9.3,9,504358.0,4795037.0,False,5,607.0,1109.0
84,9.4,9,503906.0,4794468.0,False,14,500.0,920.0
85,9.5,9,504058.0,4795238.0,False,7,499.0,919.0
86,9.6,9,503669.0,4794849.0,False,11,428.0,848.0
87,9.7,9,503846.0,4795755.0,False,13,518.0,1035.0
88,9.8,9,503693.0,4795481.0,False,12,634.0,1121.0
89,9.9,9,503540.0,4795033.0,False,13,382.0,802.0
90,9.10,9,503436.0,4794572.0,False,8,597.0,1017.0
91,10.1,10,499663.0,4790455.0,False,8,377.0,797.0
92,10.2,10,499588.0,4790334.0,False,15,426.0,846.0
93,10.3,10,499229.0,4790323.0,False,15,470.0,890.0
94,10.4,10,498971.0,4790157.0,False,13,492.0,941.0
95,10.5,10,498973.0,4790007.0,False,6,635.0,1102.0
96,10.6,10,498602.0,4790280.0,False,7,520.0,940.0
97,10.7,10,498564.0,4790018.0,False,10,593.0,1013.0
98,10.8,10,498475.0,4789858.0,False,14,435.0,855.0
99,10.9,10,498346.0,4790124.0,False,7,495.0,915.0
100,10.10,10,498127.0,4790145.0,False,14,377.0,797.0
