order_id,node_id,order_type,quantity,goods
29,16,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
30,16,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
31,16,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
32,17,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
33,17,1,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 4, ""weight"": 2}]"
34,18,0,4,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
35,18,0,6,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
36,19,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}]"
37,19,1,2,"[{""goods_type"": 1, ""weight"": 2}]"
38,19,1,1,"[{""goods_type"": 3, ""weight"": 1}]"
39,20,0,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
40,21,0,10,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 4, ""weight"": 6}, {""goods_type"": 4, ""weight"": 1}]"
41,21,1,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 4}]"
42,22,0,10,"[{""goods_type"": 1, ""weight"": 6}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 2}]"
43,23,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
44,23,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
45,24,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
46,25,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
47,25,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
48,25,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
49,26,0,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
50,26,0,7,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 3}]"
51,27,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
52,27,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
53,28,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
54,28,0,1,"[{""goods_type"": 3, ""weight"": 1}]"
55,28,0,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
56,29,0,10,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 4}, {""goods_type"": 2, ""weight"": 5}]"
57,29,1,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
58,30,0,10,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 7}]"
59,31,0,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
60,31,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
61,32,0,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
62,32,0,2,"[{""goods_type"": 2, ""weight"": 2}]"
63,33,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
64,33,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
65,34,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
66,34,0,9,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 3}]"
67,35,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
68,35,1,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
69,36,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
70,36,0,4,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 2}]"
71,37,0,10,"[{""goods_type"": 2, ""weight"": 8}, {""goods_type"": 3, ""weight"": 2}]"
72,37,1,5,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
73,38,0,10,"[{""goods_type"": 2, ""weight"": 5}, {""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}]"
74,39,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 4}]"
75,39,1,1,"[{""goods_type"": 3, ""weight"": 1}]"
76,39,1,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
77,40,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
78,41,0,10,"[{""goods_type"": 4, ""weight"": 7}, {""goods_type"": 3, ""weight"": 3}]"
79,41,1,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 4}]"
80,42,0,4,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
81,42,0,6,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 3}]"
82,43,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
83,43,1,3,"[{""goods_type"": 4, ""weight"": 3}]"
84,44,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
85,45,0,10,"[{""goods_type"": 4, ""weight"": 6}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}]"
86,45,1,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
87,46,0,7,"[{""goods_type"": 3, ""weight"": 7}]"
88,46,0,3,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
89,47,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}]"
90,47,1,3,"[{""goods_type"": 3, ""weight"": 3}]"
91,48,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}, {""goods_type"": 4, ""weight"": 1}]"
92,49,0,10,"[{""goods_type"": 2, ""weight"": 5}, {""goods_type"": 3, ""weight"": 5}]"
93,49,1,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
94,50,0,4,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
95,50,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
96,50,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
97,51,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 3}]"
98,51,1,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
99,52,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
100,53,0,10,"[{""goods_type"": 2, ""weight"": 9}, {""goods_type"": 4, ""weight"": 1}]"
101,53,1,5,"[{""goods_type"": 3, ""weight"": 5}]"
102,54,0,9,"[{""goods_type"": 4, ""weight"": 9}]"
103,54,0,1,"[{""goods_type"": 3, ""weight"": 1}]"
104,55,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 3}]"
105,55,1,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
106,56,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
107,57,0,10,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 5}]"
108,57,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
109,58,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
110,59,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
111,59,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
112,60,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 4, ""weight"": 2}]"
113,61,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
114,61,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
115,61,1,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 1, ""weight"": 2}]"
116,62,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
117,62,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 4}]"
118,62,0,4,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 3}]"
119,63,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 4, ""weight"": 2}]"
120,63,1,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
121,63,1,1,"[{""goods_type"": 2, ""weight"": 1}]"
122,64,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
123,64,0,4,"[{""goods_type"": 1, ""weight"": 4}]"
124,65,0,10,"[{""goods_type"": 1, ""weight"": 9}, {""goods_type"": 2, ""weight"": 1}]"
125,65,1,5,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 1, ""weight"": 1}]"
126,66,0,10,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 7}]"
127,67,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
128,67,1,3,"[{""goods_type"": 4, ""weight"": 3}]"
129,68,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
130,68,0,4,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
131,69,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
132,69,1,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}]"
133,71,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
134,71,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
135,72,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
136,72,0,3,"[{""goods_type"": 2, ""weight"": 3}]"
137,74,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
138,75,0,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
139,75,0,2,"[{""goods_type"": 4, ""weight"": 2}]"
140,75,1,3,"[{""goods_type"": 2, ""weight"": 3}]"
141,76,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
142,76,0,2,"[{""goods_type"": 1, ""weight"": 2}]"
143,76,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
144,77,0,9,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 7}]"
145,77,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
146,77,1,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}]"
147,78,0,10,"[{""goods_type"": 3, ""weight"": 9}, {""goods_type"": 3, ""weight"": 1}]"
148,79,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
149,79,1,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
150,79,1,1,"[{""goods_type"": 1, ""weight"": 1}]"
151,80,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
152,80,0,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
153,80,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
154,82,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
155,83,0,5,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 1, ""weight"": 1}]"
156,83,1,3,"[{""goods_type"": 3, ""weight"": 3}]"
157,84,0,5,"[{""goods_type"": 4, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
158,85,0,10,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 7}]"
159,85,1,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}]"
160,86,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
161,87,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 4}]"
162,87,1,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
163,88,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
164,88,0,2,"[{""goods_type"": 1, ""weight"": 2}]"
165,89,0,10,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 7}, {""goods_type"": 2, ""weight"": 2}]"
166,89,1,1,"[{""goods_type"": 4, ""weight"": 1}]"
167,89,1,4,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}]"
168,90,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
169,90,0,4,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
170,90,0,4,"[{""goods_type"": 4, ""weight"": 4}]"
171,91,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
172,91,1,3,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}]"
173,92,0,4,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
174,92,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
175,93,0,10,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 8}, {""goods_type"": 3, ""weight"": 1}]"
176,93,1,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}]"
177,94,0,10,"[{""goods_type"": 1, ""weight"": 7}, {""goods_type"": 1, ""weight"": 3}]"
178,95,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
179,95,1,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
180,96,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
181,97,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
182,97,1,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}]"
183,98,0,10,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 7}, {""goods_type"": 3, ""weight"": 1}]"
184,99,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
185,99,1,3,"[{""goods_type"": 4, ""weight"": 3}]"
186,100,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
187,100,0,3,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
