id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,tmp_oid,role,service_time,tw_open,tw_close
25,P.45,10,0,10,498564.0,4790018.0,False,45.0,P,10,460.0,880.0
26,D.32,4,10,0,495477.0,4792337.0,False,32.0,D,6,622.0,892.0
27,D.3,9,10,0,504476.0,4795786.0,False,3.0,D,9,590.0,860.0
28,P.29,4,0,20,495617.0,4792600.0,False,29.0,P,5,514.0,966.0
29,D.30,8,5,0,505034.0,4789160.0,False,30.0,D,14,699.0,892.0
30,D.2,6,5,0,502201.0,4791449.0,False,2.0,D,10,586.0,781.0
31,P.4,10,0,5,498346.0,4790124.0,False,4.0,P,13,489.0,909.0
32,P.16,7,0,5,500523.0,4787850.0,False,16.0,P,5,579.0,999.0
33,P.37,8,0,15,506490.0,4789488.0,False,37.0,P,15,413.0,833.0
34,D.0,6,10,0,502459.0,4790936.0,False,0.0,D,15,801.0,1122.0
35,D.44,7,10,0,499415.0,4786662.0,False,44.0,D,14,667.0,1003.0
36,D.47,7,5,0,498167.0,4787117.0,False,47.0,D,7,503.0,1004.0
37,P.24,1,0,5,501039.0,4793705.0,False,24.0,P,11,485.0,905.0
38,P.10,6,0,10,503998.0,4791707.0,False,10.0,P,8,489.0,909.0
39,D.12,1,10,0,500982.0,4794214.0,False,12.0,D,13,683.0,832.0
40,D.19,9,10,0,504058.0,4795238.0,False,19.0,D,7,594.0,951.0
41,D.17,10,20,0,499663.0,4790455.0,False,17.0,D,9,703.0,997.0
42,D.41,5,5,0,501836.0,4796229.0,False,41.0,D,7,519.0,939.0
43,P.42,10,0,10,498475.0,4789858.0,False,42.0,P,11,494.0,977.0
44,P.25,7,0,5,501014.0,4787874.0,False,25.0,P,9,569.0,1026.0
45,P.14,1,0,10,500241.0,4792956.0,False,14.0,P,13,521.0,1103.0
46,P.35,1,0,15,500136.0,4793842.0,False,35.0,P,11,562.0,982.0
47,P.27,5,0,20,501098.0,4796398.0,False,27.0,P,6,543.0,963.0
48,D.10,2,10,0,498175.0,4796298.0,False,10.0,D,8,620.0,902.0
49,P.12,8,0,10,506515.0,4788877.0,False,12.0,P,13,542.0,1034.0
50,D.16,6,5,0,502667.0,4792691.0,False,16.0,D,6,672.0,1073.0
51,P.7,9,0,5,503906.0,4794468.0,False,7.0,P,14,639.0,1059.0
52,P.0,2,0,10,498130.0,4795490.0,False,0.0,P,13,684.0,1104.0
53,P.26,7,0,5,500293.0,4787645.0,False,26.0,P,14,457.0,877.0
54,P.15,1,0,10,500731.0,4793130.0,False,15.0,P,9,557.0,977.0
55,P.18,6,0,10,503929.0,4790770.0,False,18.0,P,6,599.0,1019.0
56,P.34,1,0,5,500277.0,4793327.0,False,34.0,P,8,503.0,923.0
57,P.47,7,0,5,500345.0,4787131.0,False,47.0,P,11,456.0,876.0
58,P.39,8,0,5,505654.0,4788900.0,False,39.0,P,12,560.0,980.0
59,P.2,3,0,5,497425.0,4794772.0,False,2.0,P,7,483.0,903.0
60,D.15,3,10,0,496882.0,4794721.0,False,15.0,D,5,635.0,966.0
61,D.38,9,10,0,504483.0,4795356.0,False,38.0,D,8,622.0,1105.0
62,D.4,8,5,0,505089.0,4790292.0,False,4.0,D,6,650.0,1128.0
63,P.1,6,0,5,504151.0,4791353.0,False,1.0,P,12,508.0,1038.0
64,P.44,3,0,10,496704.0,4795411.0,False,44.0,P,8,507.0,927.0
65,D.43,10,5,0,499588.0,4790334.0,False,43.0,D,6,673.0,1031.0
66,P.43,10,0,5,498127.0,4790145.0,False,43.0,P,10,639.0,1125.0
67,P.32,5,0,10,500723.0,4795954.0,False,32.0,P,10,506.0,926.0
68,D.1,10,5,0,498973.0,4790007.0,False,1.0,D,14,609.0,927.0
69,D.26,5,5,0,500333.0,4797896.0,False,26.0,D,8,641.0,1131.0
70,P.36,2,0,15,498739.0,4795896.0,False,36.0,P,10,507.0,978.0
71,D.7,4,5,0,494831.0,4793468.0,False,7.0,D,6,805.0,1087.0
72,P.33,3,0,5,497553.0,4794221.0,False,33.0,P,14,487.0,907.0
73,D.11,2,10,0,499115.0,4795417.0,False,11.0,D,6,513.0,818.0
74,D.37,10,15,0,498971.0,4790157.0,False,37.0,D,14,553.0,1117.0
75,P.20,7,0,5,499084.0,4786766.0,False,20.0,P,8,664.0,1139.0
76,D.23,3,10,0,496478.0,4794738.0,False,23.0,D,12,527.0,908.0
77,D.9,1,5,0,499817.0,4793518.0,False,9.0,D,11,635.0,1046.0
78,P.31,2,0,10,498881.0,4795695.0,False,31.0,P,13,507.0,930.0
79,P.28,6,0,5,502946.0,4792171.0,False,28.0,P,12,587.0,1077.0
80,D.13,10,5,0,498602.0,4790280.0,False,13.0,D,9,478.0,878.0
81,D.39,4,5,0,496257.0,4792579.0,False,39.0,D,6,740.0,1042.0
82,P.22,3,0,15,497038.0,4794342.0,False,22.0,P,9,509.0,1031.0
83,P.19,6,0,10,501721.0,4791088.0,False,19.0,P,12,503.0,923.0
84,P.21,8,0,10,505127.0,4789903.0,False,21.0,P,14,554.0,1125.0
85,D.14,7,10,0,500889.0,4788353.0,False,14.0,D,13,611.0,891.0
86,P.3,4,0,10,495318.0,4793183.0,False,3.0,P,13,419.0,839.0
87,D.21,5,10,0,501359.0,4797029.0,False,21.0,D,5,702.0,781.0
88,D.24,9,5,0,503693.0,4795481.0,False,24.0,D,13,663.0,1083.0
89,D.22,4,15,0,494886.0,4792830.0,False,22.0,D,11,613.0,1033.0
90,D.28,4,5,0,496209.0,4793224.0,False,28.0,D,13,712.0,919.0
91,P.41,1,0,5,500792.0,4793934.0,False,41.0,P,12,396.0,816.0
92,P.46,2,0,5,498272.0,4795868.0,False,46.0,P,5,519.0,939.0
93,P.13,2,0,5,498516.0,4796163.0,False,13.0,P,12,368.0,788.0
94,P.17,9,0,20,503669.0,4794849.0,False,17.0,P,12,592.0,1012.0
95,D.8,5,10,0,500068.0,4796818.0,False,8.0,D,15,742.0,878.0
96,D.6,6,10,0,503350.0,4791977.0,False,6.0,D,7,582.0,926.0
97,D.5,5,10,0,500013.0,4797383.0,False,5.0,D,5,663.0,1083.0
98,P.9,3,0,5,496767.0,4795050.0,False,9.0,P,12,567.0,987.0
99,D.18,9,10,0,504358.0,4795037.0,False,18.0,D,7,676.0,910.0
