id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,tmp_oid,role,service_time,tw_open,tw_close
54,D.12,2,5,0,498272.0,4795868.0,False,12.0,D,9,699.0,931.0
55,P.14,4,0,5,496209.0,4793224.0,False,14.0,P,6,583.0,1094.0
56,D.32,5,10,0,501836.0,4796229.0,False,32.0,D,8,519.0,939.0
57,D.2,5,5,0,500928.0,4796790.0,False,2.0,D,11,608.0,875.0
58,P.15,8,0,5,505127.0,4789903.0,False,15.0,P,12,514.0,1012.0
59,D.19,5,5,0,500723.0,4795954.0,False,19.0,D,7,709.0,959.0
60,P.24,6,0,10,503929.0,4790770.0,False,24.0,P,5,472.0,892.0
61,D.17,3,10,0,497553.0,4794221.0,False,17.0,D,8,580.0,1097.0
62,D.14,3,5,0,496478.0,4794738.0,False,14.0,D,6,614.0,831.0
63,D.28,8,20,0,505654.0,4788900.0,False,28.0,D,12,627.0,1047.0
64,P.22,10,0,5,499229.0,4790323.0,False,22.0,P,8,610.0,1074.0
65,P.34,8,0,5,506490.0,4789488.0,False,34.0,P,6,472.0,892.0
66,D.30,7,10,0,499153.0,4787027.0,False,30.0,D,10,516.0,880.0
67,D.37,10,5,0,498564.0,4790018.0,False,37.0,D,10,545.0,892.0
68,D.6,4,20,0,495318.0,4793183.0,False,6.0,D,14,667.0,860.0
69,D.1,6,10,0,503350.0,4791977.0,False,1.0,D,8,570.0,966.0
70,P.1,7,0,10,500293.0,4787645.0,False,1.0,P,10,472.0,892.0
71,P.4,2,0,10,498739.0,4795896.0,False,4.0,P,6,361.0,781.0
72,D.10,10,10,0,498475.0,4789858.0,False,10.0,D,14,586.0,909.0
73,P.36,6,0,10,503197.0,4791554.0,False,36.0,P,6,494.0,999.0
74,P.30,6,0,10,502201.0,4791449.0,False,30.0,P,14,413.0,833.0
75,P.31,2,0,10,498526.0,4795774.0,False,31.0,P,8,521.0,1122.0
76,D.25,3,10,0,497331.0,4794585.0,False,25.0,D,12,583.0,1003.0
77,P.6,2,0,20,498516.0,4796163.0,False,6.0,P,11,584.0,1004.0
78,D.21,1,5,0,500408.0,4793723.0,False,21.0,D,13,543.0,905.0
79,P.35,3,0,10,496882.0,4794721.0,False,35.0,P,12,489.0,909.0
