id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,service_time,tw_open,tw_close
54,C.52,3,10,5,501488.05423028703,4785589.661015108,False,12,522.0,1079.0
55,C.53,4,10,5,500899.0797696886,4796671.434607517,False,5,660.0,1138.0
56,C.54,4,10,3,500955.5872708634,4796985.301775643,False,11,564.0,948.0
57,C.55,4,10,3,499277.30854100117,4796625.867886788,False,10,634.0,928.0
58,C.56,4,10,0,501262.1603655347,4796822.856581317,False,15,498.0,1028.0
59,C.57,4,20,3,502146.19566862175,4798995.7812071135,False,9,502.0,1035.0
60,C.58,4,10,0,502616.357109703,4799819.119397721,False,11,594.0,821.0
61,C.59,4,15,0,500507.4630780489,4797402.710512491,False,7,529.0,981.0
62,C.60,4,5,5,503808.67404216214,4796830.2362642195,False,5,658.0,1023.0
63,C.61,4,5,0,498337.1398959239,4795035.435886933,False,13,522.0,936.0
64,C.62,4,5,0,501234.1600517774,4796037.698160226,False,6,578.0,1065.0
65,C.63,4,10,5,499111.9468160842,4796798.116757057,False,14,583.0,1061.0
66,C.64,4,15,0,500914.9191649963,4796092.124135235,False,7,595.0,1017.0
67,C.65,4,5,10,500180.411899874,4796218.319084554,False,12,530.0,798.0
68,C.66,4,5,10,501414.9529476687,4798840.667368867,False,14,585.0,832.0
69,C.67,4,15,3,500654.44314307737,4796984.748976487,False,13,591.0,864.0
70,C.68,4,5,0,499815.5189863682,4797092.054389683,False,7,676.0,1052.0
71,C.69,4,10,0,499894.35086292325,4796141.171327595,False,10,648.0,1139.0
72,C.70,4,10,0,503125.6513969395,4798363.253669724,False,11,551.0,992.0
73,C.71,4,15,0,501338.92848615494,4796695.105646414,False,5,618.0,1140.0
74,C.72,4,5,0,498764.14555215393,4796325.163601819,False,11,559.0,883.0
75,C.73,4,5,10,501467.6452821401,4795053.299019229,False,8,710.0,971.0
76,C.74,4,10,0,500573.0880051704,4796876.877703498,False,9,718.0,956.0
77,C.75,4,15,3,500812.2213045166,4796287.730397867,False,12,695.0,926.0
78,C.76,4,10,0,501790.56578477815,4798971.6956952205,False,8,692.0,860.0
79,C.77,4,5,3,502226.57260845543,4799162.878430403,False,8,659.0,972.0
80,C.78,4,10,5,499776.1247264952,4795467.863406281,False,12,630.0,816.0
81,C.79,4,15,0,500771.01001501357,4795603.616114543,False,9,528.0,1105.0
82,C.80,4,15,0,500151.36679671373,4796618.616437849,False,10,645.0,933.0
83,C.81,4,20,3,501522.9346172891,4795970.954525527,False,15,526.0,909.0
84,C.82,5,5,3,497195.19989082403,4793852.586023878,False,9,551.0,838.0
85,C.83,5,5,3,496542.3518130973,4795690.037259017,False,5,486.0,1003.0
86,C.84,5,10,0,497270.9388086663,4796126.448812534,False,11,545.0,1028.0
87,C.85,5,15,0,498153.61222597637,4793676.462427043,False,10,701.0,1019.0
88,C.86,5,5,10,495657.23418759735,4794082.466226291,False,6,556.0,1072.0
89,C.87,5,5,5,498128.5534669729,4794577.728286123,False,15,541.0,1066.0
90,C.88,5,10,0,496059.91710281576,4796717.389525979,False,11,694.0,983.0
91,C.89,5,5,5,499512.4794189785,4795449.362546202,False,10,636.0,878.0
92,C.90,5,5,0,498879.47115949926,4793184.695804161,False,9,517.0,1129.0
93,C.91,5,10,0,496798.6035969365,4794662.0206500925,False,12,604.0,955.0
94,C.92,5,10,0,495777.99986656394,4794478.545493099,False,9,708.0,1041.0
95,C.93,5,10,0,495548.46082439047,4793365.676532795,False,15,563.0,1050.0
96,C.94,5,5,3,497982.6542024894,4794647.849699726,False,6,640.0,922.0
97,C.95,5,10,0,496897.8166801634,4794425.555072472,False,10,508.0,968.0
98,C.96,5,10,0,498046.54026290233,4794339.640971659,False,5,593.0,1051.0
99,C.97,5,10,3,499579.3747631548,4794284.742359142,False,9,558.0,799.0
100,C.98,5,10,3,496009.84047354065,4796539.272258018,False,10,502.0,1112.0
101,C.99,5,5,3,495458.1341074903,4794337.156260679,False,11,585.0,1079.0
102,C.100,5,5,5,497165.37228143914,4794833.20526756,False,6,610.0,825.0
103,C.101,5,5,0,498308.01153374277,4794703.082345268,False,5,580.0,874.0
104,C.102,5,5,3,495805.7476522571,4794167.579779559,False,10,700.0,843.0
105,C.103,5,10,3,496975.8496865111,4794869.005678841,False,7,652.0,910.0
106,C.104,5,15,3,498578.35239340516,4794852.020715317,False,9,487.0,788.0
107,C.105,5,10,0,494974.8465938115,4794869.307832278,False,15,565.0,982.0
108,C.106,5,10,0,497216.6815537269,4793742.520229484,False,6,596.0,1077.0
109,C.107,5,5,5,496286.17628768145,4794526.250591297,False,5,508.0,953.0
110,C.108,5,10,0,497083.28790916555,4795685.986250419,False,5,481.0,852.0
111,C.109,5,5,5,497786.0411487004,4794557.820042344,False,15,712.0,863.0
112,C.110,5,5,3,497199.2702094657,4794967.738295121,False,8,592.0,838.0
113,C.111,5,5,3,495722.0331174658,4794974.044400871,False,14,657.0,800.0
114,C.112,5,10,5,496332.8046341198,4795274.474156881,False,6,716.0,936.0
115,C.113,5,20,3,498646.2115763893,4795443.981098016,False,5,544.0,1098.0
116,C.114,5,5,0,497329.0194727089,4794564.619268301,False,10,587.0,1108.0
117,C.115,5,5,3,497942.6829531018,4793679.997636289,False,8,499.0,840.0
118,C.116,5,10,5,497234.65437221964,4793311.14160559,False,14,659.0,843.0
119,C.117,5,5,0,497905.2392818903,4795994.823695283,False,11,692.0,1104.0
120,C.118,5,15,0,496458.9246920752,4795697.900537565,False,15,516.0,947.0
121,C.119,6,10,0,501260.93762120506,4792356.547904264,False,10,551.0,982.0
122,C.120,6,15,5,501455.1442334352,4796197.696185775,False,9,506.0,908.0
123,C.121,6,10,0,500287.83281964896,4792648.871087036,False,14,654.0,1024.0
124,C.122,6,10,3,499731.8482986814,4794557.539964781,False,6,602.0,885.0
125,C.123,6,10,0,499305.2111082424,4793483.298446894,False,9,706.0,1100.0
126,C.124,6,10,0,499174.4800040974,4793272.928500968,False,13,613.0,901.0
127,C.125,6,10,3,501936.2904262604,4792131.89506745,False,13,667.0,1097.0
128,C.126,6,5,0,499889.926173095,4793539.528420698,False,6,524.0,961.0
129,C.127,6,10,3,501747.5308830531,4792267.65680436,False,11,651.0,882.0
130,C.128,6,10,3,500257.43700354325,4791639.707480279,False,14,562.0,1095.0
131,C.129,6,15,5,499670.2105501091,4793801.118413861,False,8,625.0,1081.0
132,C.130,6,10,0,499168.46224293986,4792895.092271796,False,7,599.0,1040.0
133,C.131,6,10,5,499775.9147716147,4795678.81821935,False,15,544.0,892.0
134,C.132,6,5,3,502183.5865394876,4794857.626058111,False,5,504.0,849.0
135,C.133,7,10,5,501718.31861760415,4788456.99355404,False,7,506.0,939.0
136,C.134,7,10,0,498864.34051459056,4787078.571743013,False,15,614.0,1019.0
137,C.135,7,15,3,499844.76528815756,4787017.700970573,False,13,651.0,790.0
138,C.136,7,15,5,496536.59484838275,4788266.617753963,False,13,585.0,917.0
139,C.137,7,5,5,499343.23714317597,4788197.718024069,False,11,636.0,946.0
140,C.138,7,15,0,499799.59801762964,4787604.135136477,False,7,702.0,1026.0
141,C.139,7,5,0,499866.25769324217,4787398.154509842,False,7,523.0,1133.0
142,C.140,7,5,0,499630.55790735,4788058.380500831,False,8,586.0,810.0
143,C.141,7,10,0,499761.31108610204,4785295.055736303,False,11,515.0,791.0
144,C.142,7,5,0,496425.5088390039,4786939.5703448625,False,11,626.0,1022.0
145,C.143,7,10,0,499988.8662032984,4785408.863370048,False,6,485.0,887.0
146,C.144,7,5,5,500261.52787031606,4788110.610813643,False,9,632.0,1115.0
147,C.145,7,5,0,501287.03048315464,4786574.12323476,False,11,638.0,1102.0
148,C.146,7,10,3,500123.88567113236,4785499.206305585,False,11,488.0,973.0
149,C.147,7,10,0,499524.51551994414,4786432.556171177,False,10,691.0,1087.0
150,C.148,7,15,0,501007.3303066772,4787564.3274417585,False,14,681.0,912.0
151,C.149,7,10,0,496852.59893048066,4787138.825940933,False,14,644.0,1060.0
152,C.150,7,10,0,499063.46176324744,4785977.31212916,False,12,634.0,1070.0
153,C.151,7,5,3,498762.4280239296,4785339.257677923,False,7,492.0,942.0
154,C.152,7,5,5,499639.97384020244,4787473.819344436,False,5,520.0,1057.0
155,C.153,7,5,0,497042.968625325,4786688.178271899,False,7,607.0,982.0
156,C.154,7,10,0,501264.9627946925,4787075.403148163,False,15,545.0,875.0
157,C.155,7,10,0,499381.62812037894,4787193.477775014,False,6,564.0,1002.0
158,C.156,7,10,5,500063.95602939074,4787901.17882461,False,6,704.0,1016.0
159,C.157,7,10,3,499949.1094700719,4788401.4358021235,False,6,503.0,896.0
160,C.158,7,10,3,501196.3878738524,4787560.91104115,False,9,523.0,971.0
161,C.159,7,5,3,497447.05983815115,4787000.544940288,False,5,585.0,1055.0
162,C.160,7,5,5,499816.1853985638,4787414.816245714,False,14,577.0,885.0
163,C.161,7,15,0,501056.81391284586,4786978.015639288,False,8,539.0,783.0
164,C.162,7,10,0,499563.8162639352,4785414.03597564,False,14,488.0,797.0
165,C.163,7,15,5,498539.87672823406,4788695.435405547,False,9,609.0,1086.0
166,C.164,7,5,3,498956.7318612131,4788469.226634985,False,6,535.0,799.0
167,C.165,7,20,3,499209.8695978323,4789771.100792296,False,9,637.0,901.0
168,C.166,7,5,3,498816.13996457245,4790121.699167773,False,14,501.0,916.0
169,C.167,7,5,0,499498.0266595192,4785973.875841296,False,8,717.0,859.0
170,C.168,7,20,3,501491.296883822,4786982.620095545,False,12,682.0,933.0
171,C.169,7,5,3,498964.562281355,4790398.947516244,False,5,714.0,1137.0
172,C.170,7,10,0,499096.1912308652,4787336.4392613005,False,9,560.0,804.0
173,C.171,7,5,3,500233.1367008604,4787678.153083055,False,15,579.0,948.0
174,C.172,7,10,5,499471.6155632434,4785559.744057966,False,14,492.0,838.0
175,C.173,7,15,0,498086.3778399862,4787565.446357892,False,5,550.0,1080.0
176,C.174,7,5,0,499607.9738746652,4789703.428449711,False,14,495.0,820.0
177,C.175,7,10,0,499562.7302811237,4788929.050972124,False,14,704.0,817.0
178,C.176,7,5,3,500852.2140145258,4786653.118454177,False,8,524.0,896.0
179,C.177,7,10,0,498514.81712215685,4786909.520360118,False,12,544.0,1054.0
180,C.178,7,5,3,500860.1833793066,4786028.019649006,False,5,618.0,1049.0
181,C.179,7,5,5,499564.0030254801,4786363.7042317,False,15,549.0,906.0
182,C.180,7,5,0,498351.86999490205,4785092.845685456,False,6,627.0,782.0
183,C.181,7,5,5,498110.8660255077,4787283.316390408,False,5,578.0,1072.0
184,C.182,7,15,10,502002.6662334903,4789197.232815916,False,15,715.0,795.0
185,C.183,7,5,0,499489.5007725975,4787811.618308912,False,11,670.0,1044.0
186,C.184,7,5,0,500805.2049400766,4789024.586787959,False,6,580.0,1018.0
187,C.185,7,10,10,497631.6567264703,4788672.999281111,False,5,584.0,1042.0
188,C.186,7,5,10,502846.6338655567,4786728.930292512,False,10,697.0,913.0
189,C.187,8,10,0,503035.0920063123,4795723.227839794,False,10,619.0,992.0
190,C.188,8,20,0,503081.07853177824,4796425.919539538,False,14,669.0,794.0
191,C.189,8,10,0,501886.02566186956,4795396.0535060065,False,6,573.0,1107.0
192,C.190,8,15,10,503985.29627935466,4797115.386085186,False,5,699.0,1139.0
193,C.191,8,10,0,500461.1427241075,4795903.8349731425,False,14,698.0,908.0
194,C.192,8,5,3,504656.1986111437,4794248.94778382,False,7,521.0,1131.0
195,C.193,8,10,5,504032.7571228627,4794872.246749425,False,14,562.0,901.0
196,C.194,9,10,0,498093.1507678999,4797297.784437852,False,9,676.0,1020.0
197,C.195,9,10,3,499724.0714714334,4797005.245733862,False,10,665.0,894.0
198,C.196,9,15,0,500349.50431287993,4797885.035841157,False,7,612.0,976.0
199,C.197,9,10,5,501462.22833146923,4795617.689100897,False,13,584.0,1001.0
200,C.198,9,15,0,499906.26676574984,4797862.1072916575,False,15,634.0,993.0
201,C.199,9,10,3,499311.1831832787,4798785.365033384,False,9,507.0,859.0
202,C.200,9,10,3,498541.6617163903,4797264.857678684,False,6,505.0,1042.0
203,C.201,9,10,0,500090.998977688,4796218.276446664,False,14,698.0,914.0
204,C.202,9,5,0,503147.7221628415,4797124.296779411,False,10,595.0,1085.0
205,C.203,9,20,0,501132.02844187646,4796160.855132845,False,12,528.0,1021.0
206,C.204,9,10,0,501934.19529482623,4795961.059730786,False,15,713.0,1082.0
207,C.205,9,5,5,499726.6349208029,4797770.112467404,False,10,628.0,1049.0
208,C.206,9,5,5,498918.56028787734,4796783.339616256,False,8,480.0,1066.0
209,C.207,9,10,0,499341.40704309434,4798396.31478414,False,10,571.0,829.0
210,C.208,9,5,3,500690.14266901085,4796419.292412908,False,12,719.0,968.0
211,C.209,9,5,3,498413.7453878249,4796540.790503196,False,12,537.0,1076.0
212,C.210,9,10,5,499598.79150030826,4796270.3868057225,False,14,558.0,793.0
213,C.211,9,5,0,500103.06717683445,4795605.979873575,False,6,662.0,1011.0
214,C.212,9,10,0,499221.58963272406,4797927.50987834,False,12,560.0,1040.0
215,C.213,9,5,0,498258.2803792102,4799573.053997537,False,10,505.0,971.0
216,C.214,10,5,3,500023.0273137206,4792934.042119817,False,6,691.0,982.0
217,C.215,10,10,0,499665.10486759,4794039.090060915,False,5,632.0,1040.0
218,C.216,10,10,0,499587.3118195515,4794436.916559443,False,10,556.0,892.0
219,C.217,10,5,0,499666.02012687956,4794355.734751662,False,11,640.0,1131.0
220,C.218,10,5,3,502461.44042348897,4793165.448505778,False,14,696.0,815.0
221,C.219,10,10,0,499619.5233762881,4793998.970755357,False,9,551.0,858.0
222,C.220,10,5,0,499779.37983893254,4794899.754699412,False,14,548.0,1054.0
223,C.221,10,5,0,498993.27489741886,4794192.277497533,False,12,485.0,1057.0
224,C.222,10,5,0,500834.07852863567,4795888.373233331,False,15,502.0,941.0
225,C.223,10,15,3,500401.0245254188,4794836.214784119,False,13,637.0,1091.0
226,C.224,10,10,0,499117.08546903695,4795719.688487178,False,8,685.0,796.0
227,C.225,10,10,0,499410.3044832183,4790666.788246484,False,11,533.0,983.0
228,C.226,10,10,3,502321.2200446427,4793773.6113453675,False,12,566.0,796.0
229,C.227,10,10,0,500520.94930752256,4793268.880998857,False,10,490.0,981.0
230,C.228,10,10,0,500603.72247453674,4793507.624323622,False,6,638.0,989.0
231,C.229,10,10,5,500608.48459003126,4792691.648695875,False,11,613.0,857.0
232,C.230,10,5,0,502155.25046585343,4794133.03928046,False,13,490.0,835.0
233,C.231,10,10,0,499227.4427652152,4791487.572281099,False,9,556.0,859.0
234,C.232,10,10,0,500006.0253757883,4794141.724235445,False,6,491.0,1085.0
235,C.233,10,10,0,500278.941752005,4792731.5465357825,False,8,673.0,837.0
236,C.234,10,5,3,498416.28900965233,4793057.136691855,False,7,532.0,797.0
237,C.235,10,5,3,499382.3301801024,4794183.802123479,False,8,578.0,987.0
238,C.236,10,10,3,501737.70979273715,4793752.1332734395,False,14,515.0,914.0
239,C.237,10,10,0,501393.95619559614,4794922.305093687,False,11,624.0,1111.0
240,C.238,10,15,0,501606.18025012244,4792494.195792984,False,14,507.0,789.0
241,C.239,10,5,5,499774.7917329623,4793560.7532173395,False,12,699.0,848.0
242,C.240,10,10,5,499922.8657118574,4794724.127740413,False,5,629.0,1120.0
243,C.241,10,10,0,498336.0214059544,4794091.039692502,False,12,581.0,862.0
244,C.242,10,15,0,501600.0214507796,4794168.313104155,False,9,486.0,888.0
245,C.243,10,10,0,501797.6827225193,4794987.25143006,False,11,494.0,823.0
246,C.244,10,10,0,501782.40515984275,4793170.109061357,False,15,703.0,911.0
247,C.245,10,10,0,502406.6095041727,4792917.402947453,False,15,618.0,797.0
248,C.246,10,10,0,500988.2303121879,4794348.685324319,False,5,503.0,872.0
249,C.247,10,20,3,502349.958203856,4793478.282216786,False,6,674.0,1073.0
250,C.248,10,5,3,500241.13046901056,4795004.244281237,False,5,509.0,927.0
251,C.249,10,5,0,498361.28756199335,4794101.328124538,False,9,677.0,951.0
252,C.250,10,15,0,501514.56961268815,4792909.579183651,False,10,545.0,830.0
253,C.251,10,10,5,498317.0330487896,4794063.660832173,False,14,540.0,798.0
254,C.252,10,10,0,500685.94245939207,4792574.360402932,False,13,557.0,899.0
255,C.253,10,10,3,501628.0885625491,4794793.914162028,False,12,520.0,1103.0
256,C.254,10,5,0,500870.81055524223,4791981.017232141,False,11,561.0,1004.0
257,C.255,10,10,3,503215.59168469877,4795124.078329035,False,9,530.0,845.0
258,C.256,10,10,0,498122.58520702366,4794042.651813421,False,7,651.0,920.0
259,C.257,10,5,0,500382.26719295693,4793460.126836453,False,13,574.0,968.0
260,C.258,10,5,0,500502.6465583032,4794573.60098112,False,9,492.0,937.0
261,C.259,10,15,0,498868.7766205811,4794271.191972994,False,7,569.0,877.0
262,C.260,10,5,0,499097.2206511309,4795254.05802279,False,7,715.0,937.0
263,C.261,10,15,3,499467.5456670081,4795242.874086024,False,7,619.0,1025.0
264,C.262,10,5,0,499162.1232471409,4794080.348532999,False,10,561.0,1123.0
265,C.263,10,10,0,500352.10641980334,4792611.47517435,False,5,488.0,1015.0
266,C.264,11,15,3,503296.6891994645,4794395.82173168,False,15,720.0,812.0
267,C.265,11,10,3,503860.52373702603,4796089.475234073,False,8,692.0,1140.0
268,C.266,11,10,10,505244.5660332741,4795090.138860448,False,12,527.0,1020.0
269,C.267,11,10,3,503398.836246395,4793489.98100388,False,7,528.0,1109.0
270,C.268,11,5,0,503498.97137548384,4796406.596899369,False,9,532.0,1117.0
271,C.269,11,5,3,506164.5207551209,4794261.052815161,False,6,663.0,1054.0
272,C.270,11,20,5,503821.34178634675,4795209.802718068,False,6,519.0,850.0
273,C.271,12,10,5,503864.73306345515,4796507.304472139,False,15,586.0,1092.0
274,C.272,12,10,0,504222.62140816386,4796676.03462387,False,11,503.0,995.0
275,C.273,12,5,0,501317.2111129224,4793967.951542032,False,14,705.0,858.0
276,C.274,12,5,0,503544.3806254409,4796262.217891254,False,7,679.0,948.0
277,C.275,13,5,3,496020.5842946893,4794778.256740016,False,9,587.0,1077.0
278,C.276,13,10,3,496484.86128873524,4796720.209902643,False,7,512.0,959.0
279,C.277,13,10,3,496547.91876024887,4793289.775596384,False,10,502.0,895.0
280,C.278,13,10,0,497064.86445164646,4795584.211997216,False,14,556.0,1039.0
281,C.279,13,15,3,498135.939747549,4795339.834805637,False,7,533.0,1039.0
282,C.280,13,5,5,497251.8014432349,4793714.041521863,False,12,532.0,784.0
283,C.281,13,5,0,496782.94188761135,4796533.847948185,False,6,528.0,1076.0
284,C.282,13,5,3,498095.0734796458,4795420.736541056,False,7,685.0,887.0
285,C.283,13,10,0,495971.10633171955,4794164.3200361235,False,12,557.0,1122.0
286,C.284,13,5,5,496841.63906783843,4792542.304008864,False,12,559.0,1139.0
287,C.285,13,20,5,498129.23747405305,4795048.576201399,False,5,656.0,896.0
288,C.286,13,5,3,497569.4674541487,4794719.905298293,False,12,581.0,1136.0
289,C.287,13,15,3,496374.7352270661,4793536.74448248,False,14,601.0,1110.0
290,C.288,13,10,5,495118.7518800797,4793521.262707837,False,6,667.0,1110.0
291,C.289,13,20,0,497307.3298289538,4795815.811840543,False,11,582.0,792.0
292,C.290,13,10,0,495039.8897577164,4792426.766111215,False,10,569.0,921.0
293,C.291,13,15,3,496679.2983623706,4795150.739306088,False,6,569.0,967.0
294,C.292,13,5,0,498349.038079084,4794548.675629627,False,9,672.0,1060.0
295,C.293,13,10,0,497650.4103755622,4795370.185794024,False,11,639.0,894.0
296,C.294,13,15,5,494505.9152263854,4794420.433988167,False,12,600.0,1015.0
297,C.295,13,5,3,497174.84180520836,4795125.529958312,False,7,686.0,1117.0
298,C.296,13,5,0,496551.2961024769,4793882.270186565,False,5,628.0,789.0
299,C.297,13,10,0,495405.83911912946,4794714.554100592,False,11,625.0,978.0
300,C.298,13,15,0,497336.3255549625,4795360.50065378,False,9,701.0,1031.0
301,C.299,13,10,0,496344.2145814511,4794954.64624553,False,9,539.0,829.0
302,C.300,13,10,0,496351.6591536326,4795229.968210882,False,11,601.0,921.0
303,C.301,13,5,3,497083.15414211206,4793660.094440658,False,5,620.0,1050.0
304,C.302,13,5,0,496183.2385629182,4794064.790525738,False,12,631.0,795.0
305,C.303,13,15,0,497049.18300063984,4794085.59219294,False,14,509.0,781.0
306,C.304,13,5,0,496222.3101324441,4794441.812293296,False,9,609.0,937.0
307,C.305,13,10,10,496288.14624725294,4796403.899443541,False,12,562.0,809.0
308,C.306,13,15,0,498125.81572315464,4794348.585493357,False,14,590.0,861.0
309,C.307,13,5,0,498247.9059636563,4793401.328648281,False,14,587.0,810.0
310,C.308,13,10,0,494883.9149034288,4795423.57482542,False,9,590.0,1015.0
311,C.309,13,5,3,497830.78741261584,4796389.572117721,False,11,504.0,1112.0
312,C.310,13,10,3,498612.6092055513,4793260.145777777,False,14,529.0,927.0
313,C.311,13,5,0,498803.15218088427,4797140.972905661,False,7,493.0,956.0
314,C.312,13,10,0,497558.75567106216,4795271.811922788,False,6,613.0,814.0
315,C.313,13,5,0,495665.42257070733,4796014.268946881,False,10,555.0,802.0
316,C.314,13,10,3,497690.277008417,4796534.0859620515,False,9,563.0,885.0
317,C.315,13,10,3,495891.1971737409,4795940.741171249,False,13,566.0,876.0
318,C.316,13,5,0,496522.741800612,4794640.95728359,False,14,637.0,1009.0
319,C.317,13,10,0,497393.99858845375,4796234.83777303,False,8,509.0,1006.0
320,C.318,13,5,0,495968.5887840575,4795079.119723844,False,15,645.0,879.0
321,C.319,13,10,0,495558.61963193864,4796082.181669889,False,7,537.0,834.0
322,C.320,13,5,3,497493.227982189,4796213.450580536,False,13,573.0,974.0
323,C.321,13,10,0,499174.9690451748,4793464.524092033,False,12,520.0,787.0
324,C.322,13,5,0,498426.18119657534,4795726.761358372,False,10,573.0,1094.0
325,C.323,13,10,0,497782.9234220601,4794555.329697784,False,5,536.0,907.0
326,C.324,13,5,10,498109.3225227077,4794939.42876414,False,14,643.0,811.0
327,C.325,13,10,5,497699.5633966183,4794926.111298611,False,15,543.0,872.0
328,C.326,13,5,0,497474.18027529126,4794877.96426109,False,5,720.0,786.0
329,C.327,13,15,0,498012.64140751836,4796601.830374675,False,10,577.0,1037.0
330,C.328,13,15,0,495292.2642895352,4793133.862847727,False,7,495.0,1120.0
331,C.329,13,5,0,497173.68235933146,4792706.7879717555,False,7,567.0,999.0
332,C.330,13,10,0,496837.1621525074,4792453.6519140005,False,10,557.0,1019.0
333,C.331,13,5,3,497028.98339737346,4796056.5731167225,False,7,569.0,885.0
334,C.332,13,5,3,496380.6533423038,4793845.475009758,False,15,551.0,815.0
335,C.333,13,10,5,497558.88541372906,4794932.223763417,False,14,493.0,824.0
336,C.334,13,10,0,495952.78638837487,4794635.93945105,False,10,510.0,1077.0
337,C.335,13,10,5,496293.6740847296,4793709.9498312315,False,9,545.0,1088.0
338,C.336,13,5,3,496149.64410361747,4795795.372685066,False,8,591.0,788.0
339,C.337,13,5,0,497971.03596472385,4794620.644438139,False,12,547.0,866.0
340,C.338,13,5,0,496920.23179614893,4794488.317907553,False,6,672.0,1110.0
341,C.339,13,10,0,496381.3011922439,4795053.045569288,False,15,534.0,956.0
342,C.340,13,10,0,496486.18436598056,4795638.5265018055,False,11,691.0,909.0
343,C.341,14,10,0,495783.52850775863,4793761.518141851,False,8,602.0,974.0
