id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,tmp_oid,role,service_time,tw_open,tw_close
38,D.37,6,10,0,503350.0,4791977.0,False,37.0,D,8,596.0,909.0
39,D.26,10,10,0,498602.0,4790280.0,False,26.0,D,13,633.0,832.0
40,D.41,6,15,0,502201.0,4791449.0,False,41.0,D,7,674.0,951.0
41,D.27,2,5,0,498739.0,4795896.0,False,27.0,D,9,577.0,997.0
42,P.11,3,0,5,497425.0,4794772.0,False,11.0,P,7,519.0,939.0
43,P.24,10,0,5,498346.0,4790124.0,False,24.0,P,11,494.0,977.0
44,D.39,6,5,0,502667.0,4792691.0,False,39.0,D,9,660.0,1026.0
45,D.22,9,5,0,503540.0,4795033.0,False,22.0,D,13,631.0,1103.0
46,D.21,5,15,0,500333.0,4797896.0,False,21.0,D,11,581.0,982.0
47,D.29,6,15,0,503998.0,4791707.0,False,29.0,D,6,623.0,963.0
48,P.33,3,0,5,496704.0,4795411.0,False,33.0,P,8,482.0,902.0
49,P.42,8,0,5,504608.0,4790038.0,False,42.0,P,13,542.0,1034.0
50,P.19,8,0,15,505034.0,4789160.0,False,19.0,P,6,575.0,1073.0
51,P.4,1,0,5,499817.0,4793518.0,False,4.0,P,14,639.0,1059.0
52,P.12,2,0,10,498272.0,4795868.0,False,12.0,P,13,684.0,1104.0
53,D.1,3,10,0,496106.0,4794950.0,False,1.0,D,14,597.0,877.0
54,D.36,5,5,0,501164.0,4797910.0,False,36.0,D,9,638.0,977.0
55,D.45,6,10,0,503929.0,4790770.0,False,45.0,D,6,599.0,1019.0
56,P.30,3,0,10,496767.0,4795050.0,False,30.0,P,8,503.0,923.0
57,D.20,10,10,0,499663.0,4790455.0,False,20.0,D,11,700.0,876.0
58,D.7,10,5,0,499588.0,4790334.0,False,7.0,D,12,560.0,980.0
59,P.45,7,0,10,500345.0,4787131.0,False,45.0,P,7,483.0,903.0
60,D.11,9,5,0,504058.0,4795238.0,False,11.0,D,5,636.0,966.0
61,P.16,5,0,20,500928.0,4796790.0,False,16.0,P,8,622.0,1105.0
62,P.23,4,0,5,496473.0,4792856.0,False,23.0,P,6,650.0,1128.0
63,D.25,4,15,0,494399.0,4793788.0,False,25.0,D,12,653.0,1038.0
64,P.21,1,0,15,500792.0,4793934.0,False,21.0,P,8,507.0,927.0
65,P.15,2,0,5,498516.0,4796163.0,False,15.0,P,6,492.0,1031.0
66,D.34,7,10,0,501014.0,4787874.0,False,34.0,D,10,658.0,1125.0
67,D.3,6,5,0,503197.0,4791554.0,False,3.0,D,10,604.0,926.0
68,P.6,2,0,5,498673.0,4795376.0,False,6.0,P,14,507.0,927.0
69,D.24,10,5,0,499229.0,4790323.0,False,24.0,D,8,565.0,1131.0
70,D.30,7,10,0,499153.0,4787027.0,False,30.0,D,10,650.0,978.0
71,D.6,6,5,0,501721.0,4791088.0,False,6.0,D,6,608.0,1087.0
72,P.29,2,0,15,498015.0,4795931.0,False,29.0,P,14,487.0,907.0
73,P.32,5,0,10,500723.0,4795954.0,False,32.0,P,6,398.0,818.0
74,P.10,4,0,5,496257.0,4792579.0,False,10.0,P,14,541.0,1117.0
75,P.46,8,0,10,504431.0,4789573.0,False,46.0,P,8,664.0,1139.0
76,P.37,2,0,10,498881.0,4795695.0,False,37.0,P,12,488.0,908.0
77,P.2,9,0,5,503906.0,4794468.0,False,2.0,P,11,507.0,1046.0
78,P.26,9,0,10,503669.0,4794849.0,False,26.0,P,13,507.0,930.0
79,D.47,5,10,0,501836.0,4796229.0,False,47.0,D,12,616.0,1077.0
80,D.4,3,5,0,497059.0,4794946.0,False,4.0,D,9,704.0,878.0
81,D.2,7,5,0,499415.0,4786662.0,False,2.0,D,6,668.0,1042.0
82,D.35,2,5,0,498130.0,4795490.0,False,35.0,D,9,571.0,1031.0
83,P.43,5,0,10,501098.0,4796398.0,False,43.0,P,12,503.0,923.0
84,D.10,1,5,0,500982.0,4794214.0,False,10.0,D,14,638.0,1125.0
85,P.47,7,0,10,500889.0,4788353.0,False,47.0,P,13,471.0,891.0
86,D.18,1,15,0,500277.0,4793327.0,False,18.0,D,13,614.0,839.0
87,D.40,1,15,0,500408.0,4793723.0,False,40.0,D,5,521.0,781.0
88,P.38,9,0,5,503846.0,4795755.0,False,38.0,P,13,663.0,1083.0
89,D.42,10,5,0,498564.0,4790018.0,False,42.0,D,11,655.0,1033.0
90,D.12,4,10,0,495477.0,4792337.0,False,12.0,D,13,772.0,919.0
91,D.28,4,5,0,496661.0,4791462.0,False,28.0,D,12,641.0,816.0
92,D.0,7,5,0,500293.0,4787645.0,False,0.0,D,5,631.0,939.0
93,P.8,7,0,5,498167.0,4787117.0,False,8.0,P,12,368.0,788.0
94,P.17,1,0,5,500241.0,4792956.0,False,17.0,P,12,592.0,1012.0
95,P.13,8,0,20,506360.0,4790438.0,False,13.0,P,15,458.0,878.0
96,P.40,1,0,15,500394.0,4794227.0,False,40.0,P,7,506.0,926.0
97,D.16,4,20,0,494886.0,4792830.0,False,16.0,D,5,750.0,1083.0
98,D.32,8,10,0,506490.0,4789488.0,False,32.0,D,12,567.0,987.0
99,D.33,2,5,0,498526.0,4795774.0,False,33.0,D,7,520.0,910.0
