order_id,node_id,order_type,quantity,goods
51,29,0,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 4, ""weight"": 2}]"
52,29,1,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
53,30,0,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
54,31,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
55,31,1,5,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
56,32,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
57,32,0,7,"[{""goods_type"": 2, ""weight"": 7}]"
58,32,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
59,33,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
60,33,1,4,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
61,33,1,1,"[{""goods_type"": 4, ""weight"": 1}]"
62,34,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
63,34,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
64,35,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
65,35,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
66,36,0,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
67,36,0,3,"[{""goods_type"": 1, ""weight"": 3}]"
68,37,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
69,37,1,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}]"
70,38,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
71,39,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
72,39,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
73,40,0,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
74,41,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
75,41,1,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
76,42,0,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
77,42,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
78,43,0,10,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 6}, {""goods_type"": 2, ""weight"": 3}]"
79,43,1,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}]"
80,44,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
81,44,0,3,"[{""goods_type"": 1, ""weight"": 3}]"
82,44,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 4}]"
83,45,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
84,45,1,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
85,46,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
86,47,0,10,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 7}]"
87,47,1,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
88,48,0,8,"[{""goods_type"": 2, ""weight"": 8}]"
89,48,0,1,"[{""goods_type"": 3, ""weight"": 1}]"
90,48,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
91,49,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
92,49,1,5,"[{""goods_type"": 3, ""weight"": 5}]"
93,50,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
94,51,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
95,51,1,3,"[{""goods_type"": 4, ""weight"": 3}]"
96,52,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
97,53,0,10,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 8}]"
98,53,1,5,"[{""goods_type"": 4, ""weight"": 5}]"
99,54,0,6,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 5}]"
100,54,0,4,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
101,56,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
102,56,0,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
103,56,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
104,57,0,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 3}]"
105,57,1,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
106,58,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
107,60,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
108,60,0,4,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
109,60,0,4,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
110,61,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 4}]"
111,61,1,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
112,62,0,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
113,63,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
114,63,1,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
115,64,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
116,65,0,10,"[{""goods_type"": 1, ""weight"": 5}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 4}]"
117,65,1,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
118,67,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
119,67,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
120,68,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
121,68,0,2,"[{""goods_type"": 1, ""weight"": 2}]"
122,69,0,10,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 7}]"
123,69,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
124,70,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
125,71,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 3}]"
126,71,1,2,"[{""goods_type"": 3, ""weight"": 2}]"
127,71,1,1,"[{""goods_type"": 4, ""weight"": 1}]"
128,72,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
129,73,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 4}]"
130,73,1,3,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
131,74,0,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
132,75,0,10,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 7}, {""goods_type"": 3, ""weight"": 1}]"
133,75,1,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 4, ""weight"": 2}]"
134,76,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
135,76,0,6,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
136,76,0,3,"[{""goods_type"": 3, ""weight"": 3}]"
137,77,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
138,77,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
139,78,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
140,78,0,4,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 2}]"
141,79,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
142,79,1,2,"[{""goods_type"": 2, ""weight"": 2}]"
143,79,1,3,"[{""goods_type"": 2, ""weight"": 3}]"
144,80,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
145,80,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}]"
146,80,0,4,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
