id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,service_time,tw_open,tw_close
54,6.4,6,10,0,502667.0,4792691.0,False,0,0,1439
55,6.5,6,5,3,502946.0,4792171.0,False,0,0,1439
56,6.6,6,5,0,503197.0,4791554.0,False,0,0,1439
57,6.7,6,10,5,503350.0,4791977.0,False,0,0,1439
58,6.8,6,10,0,503929.0,4790770.0,False,0,0,1439
59,6.9,6,5,3,503998.0,4791707.0,False,0,0,1439
60,6.10,6,5,0,504151.0,4791353.0,False,0,0,1439
61,7.1,7,10,5,500889.0,4788353.0,False,0,0,1439
62,7.2,7,10,0,501014.0,4787874.0,False,0,0,1439
63,7.3,7,5,3,500523.0,4787850.0,False,0,0,1439
64,7.4,7,5,0,500293.0,4787645.0,False,0,0,1439
65,7.5,7,10,5,500345.0,4787131.0,False,0,0,1439
66,7.6,7,10,0,499153.0,4787027.0,False,0,0,1439
67,7.7,7,5,3,499084.0,4786766.0,False,0,0,1439
68,7.8,7,5,0,499415.0,4786662.0,False,0,0,1439
69,7.9,7,10,5,497931.0,4787426.0,False,0,0,1439
70,7.10,7,10,0,498167.0,4787117.0,False,0,0,1439
71,8.1,8,5,3,506360.0,4790438.0,False,0,0,1439
72,8.2,8,5,0,506490.0,4789488.0,False,0,0,1439
73,8.3,8,10,5,506515.0,4788877.0,False,0,0,1439
74,8.4,8,10,0,505611.0,4790028.0,False,0,0,1439
75,8.5,8,5,3,505654.0,4788900.0,False,0,0,1439
76,8.6,8,5,0,505089.0,4790292.0,False,0,0,1439
77,8.7,8,10,5,505127.0,4789903.0,False,0,0,1439
78,8.8,8,10,0,505034.0,4789160.0,False,0,0,1439
79,8.9,8,5,3,504608.0,4790038.0,False,0,0,1439
80,8.10,8,5,0,504431.0,4789573.0,False,0,0,1439
81,9.1,9,10,5,504476.0,4795786.0,False,0,0,1439
82,9.2,9,10,0,504483.0,4795356.0,False,0,0,1439
83,9.3,9,5,3,504358.0,4795037.0,False,0,0,1439
84,9.4,9,5,0,503906.0,4794468.0,False,0,0,1439
85,9.5,9,10,5,504058.0,4795238.0,False,0,0,1439
86,9.6,9,10,0,503669.0,4794849.0,False,0,0,1439
87,9.7,9,5,3,503846.0,4795755.0,False,0,0,1439
88,9.8,9,5,0,503693.0,4795481.0,False,0,0,1439
89,9.9,9,10,5,503540.0,4795033.0,False,0,0,1439
90,9.10,9,10,0,503436.0,4794572.0,False,0,0,1439
91,10.1,10,5,3,499663.0,4790455.0,False,0,0,1439
92,10.2,10,5,0,499588.0,4790334.0,False,0,0,1439
93,10.3,10,10,5,499229.0,4790323.0,False,0,0,1439
94,10.4,10,10,0,498971.0,4790157.0,False,0,0,1439
95,10.5,10,5,3,498973.0,4790007.0,False,0,0,1439
96,10.6,10,5,0,498602.0,4790280.0,False,0,0,1439
97,10.7,10,10,5,498564.0,4790018.0,False,0,0,1439
98,10.8,10,10,0,498475.0,4789858.0,False,0,0,1439
99,10.9,10,5,3,498346.0,4790124.0,False,0,0,1439
100,10.10,10,5,0,498127.0,4790145.0,False,0,0,1439
