order_id,node_id,order_type,quantity,goods
31,15,1,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 4, ""weight"": 2}]"
32,16,0,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
33,16,0,7,"[{""goods_type"": 2, ""weight"": 7}]"
34,17,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
35,17,1,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
36,18,0,6,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 2}]"
37,18,0,1,"[{""goods_type"": 3, ""weight"": 1}]"
38,18,0,3,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
39,19,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 4}]"
40,19,1,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
41,20,0,4,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}]"
42,20,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
43,21,0,10,"[{""goods_type"": 1, ""weight"": 6}, {""goods_type"": 1, ""weight"": 4}]"
44,21,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
45,22,0,10,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 8}, {""goods_type"": 2, ""weight"": 1}]"
46,23,0,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 1, ""weight"": 2}]"
47,23,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
48,24,0,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}]"
49,25,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}]"
50,25,1,3,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}]"
51,26,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
52,27,0,10,"[{""goods_type"": 3, ""weight"": 9}, {""goods_type"": 3, ""weight"": 1}]"
53,27,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
54,28,0,10,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 6}]"
55,30,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
56,31,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
57,31,1,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
58,32,0,10,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 9}]"
59,33,0,10,"[{""goods_type"": 4, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 5}]"
60,33,1,5,"[{""goods_type"": 3, ""weight"": 5}]"
61,34,0,6,"[{""goods_type"": 1, ""weight"": 6}]"
62,34,0,4,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
63,35,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
64,35,1,3,"[{""goods_type"": 4, ""weight"": 3}]"
65,36,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
66,36,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
67,36,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
68,37,0,10,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 5}]"
69,37,1,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 4}]"
70,38,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
71,39,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
72,39,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
73,40,0,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}]"
74,41,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
75,41,1,1,"[{""goods_type"": 1, ""weight"": 1}]"
76,41,1,2,"[{""goods_type"": 1, ""weight"": 2}]"
77,42,0,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
78,43,0,8,"[{""goods_type"": 2, ""weight"": 6}, {""goods_type"": 1, ""weight"": 2}]"
79,43,0,2,"[{""goods_type"": 2, ""weight"": 2}]"
80,43,1,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
81,44,0,10,"[{""goods_type"": 1, ""weight"": 6}, {""goods_type"": 2, ""weight"": 4}]"
82,45,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
83,45,0,4,"[{""goods_type"": 4, ""weight"": 4}]"
84,45,1,3,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
85,46,0,2,"[{""goods_type"": 1, ""weight"": 2}]"
86,46,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
87,47,0,10,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 4, ""weight"": 5}, {""goods_type"": 2, ""weight"": 1}]"
88,47,1,5,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 4, ""weight"": 1}]"
89,48,0,2,"[{""goods_type"": 4, ""weight"": 2}]"
90,48,0,3,"[{""goods_type"": 4, ""weight"": 3}]"
91,48,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}]"
92,49,0,10,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 7}, {""goods_type"": 2, ""weight"": 1}]"
93,49,1,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}]"
94,50,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
95,50,0,8,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 5}]"
96,51,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 4}]"
97,51,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
98,52,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
99,54,0,4,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
100,54,0,4,"[{""goods_type"": 3, ""weight"": 4}]"
101,54,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
102,55,0,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 1, ""weight"": 2}]"
103,55,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
104,56,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
105,57,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
106,57,1,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
107,58,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
108,60,0,6,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 4}, {""goods_type"": 3, ""weight"": 1}]"
109,60,0,3,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
110,60,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
111,61,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
112,61,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
113,62,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
114,62,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
115,62,0,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
116,63,0,10,"[{""goods_type"": 3, ""weight"": 5}, {""goods_type"": 1, ""weight"": 5}]"
117,63,1,4,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
118,63,1,1,"[{""goods_type"": 1, ""weight"": 1}]"
119,64,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
120,64,0,9,"[{""goods_type"": 1, ""weight"": 6}, {""goods_type"": 2, ""weight"": 3}]"
121,65,0,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
122,65,0,7,"[{""goods_type"": 1, ""weight"": 7}]"
123,65,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
124,66,0,10,"[{""goods_type"": 1, ""weight"": 9}, {""goods_type"": 1, ""weight"": 1}]"
125,68,0,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
126,69,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
127,69,1,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
128,70,0,4,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
129,70,0,6,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
130,71,0,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
131,71,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
132,72,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
133,73,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 3}]"
134,73,1,3,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
135,74,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
136,75,0,10,"[{""goods_type"": 2, ""weight"": 8}, {""goods_type"": 3, ""weight"": 2}]"
137,75,1,5,"[{""goods_type"": 4, ""weight"": 5}]"
138,76,0,10,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 2, ""weight"": 3}, {""goods_type"": 2, ""weight"": 3}]"
139,77,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}]"
140,77,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
141,78,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
142,79,0,10,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 7}]"
143,79,1,1,"[{""goods_type"": 1, ""weight"": 1}]"
144,79,1,4,"[{""goods_type"": 4, ""weight"": 4}]"
145,80,0,3,"[{""goods_type"": 1, ""weight"": 3}]"
146,80,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
147,80,0,4,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
