order_id,node_id,order_type,quantity,goods
67,37,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
68,39,0,6,"[{""goods_type"": 4, ""weight"": 6}]"
69,39,0,4,"[{""goods_type"": 2, ""weight"": 4}]"
70,40,0,3,"[{""goods_type"": 4, ""weight"": 3}]"
71,40,0,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
72,40,1,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
73,41,0,10,"[{""goods_type"": 4, ""weight"": 5}, {""goods_type"": 3, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
74,41,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
75,42,0,10,"[{""goods_type"": 4, ""weight"": 5}, {""goods_type"": 3, ""weight"": 5}]"
76,43,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
77,43,1,3,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
78,44,0,3,"[{""goods_type"": 4, ""weight"": 3}]"
79,44,0,2,"[{""goods_type"": 3, ""weight"": 2}]"
80,45,0,10,"[{""goods_type"": 2, ""weight"": 8}, {""goods_type"": 1, ""weight"": 2}]"
81,45,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
82,45,1,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
83,46,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
84,46,0,4,"[{""goods_type"": 3, ""weight"": 4}]"
85,46,1,3,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}]"
86,47,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
87,48,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
88,48,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
89,48,1,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
90,49,0,10,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 5}]"
91,50,0,5,"[{""goods_type"": 4, ""weight"": 4}, {""goods_type"": 3, ""weight"": 1}]"
92,50,1,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
93,50,1,1,"[{""goods_type"": 4, ""weight"": 1}]"
