id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,service_time,tw_open,tw_close
62,C.60,12,10,5,500094.28175768245,4788624.115351393,False,15,585.0,1072.0
63,C.61,13,10,3,498440.11717221723,4787962.561274113,False,13,598.0,799.0
64,C.62,13,10,3,499926.53953040164,4787945.568607274,False,9,651.0,1061.0
65,C.63,14,5,5,501045.8209023602,4786011.161775914,False,14,528.0,1064.0
66,C.64,14,10,0,500217.6681737289,4788094.679340313,False,8,583.0,780.0
67,C.65,15,5,10,498621.70560982457,4786882.889342547,False,15,682.0,898.0
68,C.66,15,10,0,498842.14634192426,4787251.397468102,False,10,540.0,814.0
69,C.67,16,10,0,498954.22951676976,4798488.504456378,False,11,674.0,977.0
70,C.68,16,10,0,502146.972128242,4796916.094250881,False,9,602.0,1024.0
71,C.69,16,10,3,499420.0809078926,4794890.490664868,False,15,613.0,838.0
72,C.70,16,10,0,502690.83274644666,4795698.646327677,False,14,488.0,1104.0
73,C.71,16,10,5,499456.7579146006,4798541.966001983,False,13,485.0,940.0
74,C.72,17,10,5,497472.6784088624,4792113.48673462,False,7,552.0,958.0
75,C.73,17,5,10,496839.8219795986,4796441.0796063375,False,11,582.0,985.0
76,C.74,18,10,0,501925.90867737867,4784680.109584578,False,14,702.0,791.0
77,C.75,18,10,3,501707.0204388427,4784437.188225072,False,14,639.0,1055.0
78,C.76,18,10,0,498943.10574107664,4787293.261526378,False,15,520.0,960.0
79,C.77,18,10,0,500140.75936058094,4786677.516571975,False,9,593.0,1021.0
80,C.78,18,15,0,500271.969240724,4787027.138532204,False,11,683.0,995.0
81,C.79,18,20,0,497848.4568489987,4786891.551291208,False,6,487.0,1030.0
82,C.80,18,5,3,499897.9910065995,4788565.928253476,False,8,551.0,1078.0
83,C.81,18,5,3,500966.64982894104,4787509.381701331,False,6,657.0,905.0
84,C.82,18,10,0,500598.7738823909,4787706.263216996,False,11,571.0,996.0
85,C.83,18,5,0,498348.0034247071,4785774.324608187,False,6,541.0,1085.0
86,C.84,18,10,0,498646.26185412135,4783348.185368244,False,15,563.0,1064.0
87,C.85,18,15,0,500630.112787309,4788733.350138029,False,5,541.0,964.0
88,C.86,18,5,10,500440.8229248593,4789956.946225736,False,13,590.0,818.0
89,C.87,19,5,0,500070.5933581232,4793956.777449946,False,5,606.0,1002.0
90,C.88,20,5,0,500871.12197964947,4793729.879505786,False,12,486.0,963.0
91,C.89,20,10,0,502492.0518996019,4791930.246084039,False,6,682.0,957.0
92,C.90,20,10,5,501548.48115313257,4793197.414968566,False,12,563.0,1073.0
93,C.91,20,5,10,501076.97707987105,4794721.042359355,False,7,687.0,1119.0
94,C.92,20,15,3,500548.38658833277,4793377.156184823,False,10,611.0,930.0
95,C.93,21,10,3,500534.9206689989,4793432.930052381,False,7,613.0,905.0
96,C.94,21,5,3,499070.34702641313,4791565.657703346,False,11,537.0,1080.0
97,C.95,21,10,0,501016.30828153767,4794940.973542449,False,14,501.0,1087.0
98,C.96,21,10,10,498727.59201275714,4793460.961683844,False,13,633.0,1115.0
99,C.97,21,5,3,500829.5593738446,4795890.533664943,False,6,606.0,1013.0
100,C.98,22,5,3,502255.602537787,4792602.238591704,False,9,482.0,787.0
101,C.99,23,5,3,499856.6360256133,4795046.443657889,False,10,606.0,1120.0
102,C.100,23,5,3,499400.3277746595,4796443.587390059,False,8,520.0,908.0
103,C.101,24,15,3,502214.19665162294,4794579.607345166,False,8,667.0,1043.0
104,C.102,24,15,10,498183.8111564686,4794323.231353068,False,8,585.0,936.0
105,C.103,24,5,5,501504.03336107766,4794537.408037693,False,6,493.0,1131.0
106,C.104,25,5,3,498356.33385374345,4789015.6799599985,False,8,682.0,1137.0
107,C.105,25,5,3,500595.28620955715,4787041.4841806,False,15,689.0,784.0
108,C.106,25,5,0,499022.2901821507,4787439.82940791,False,5,491.0,865.0
109,C.107,25,15,3,496730.36796550575,4787852.115491373,False,10,566.0,954.0
110,C.108,25,5,0,499750.2955373077,4787064.219234539,False,5,491.0,1069.0
111,C.109,25,5,3,498668.47072110954,4787260.490659083,False,14,620.0,972.0
112,C.110,26,5,10,504958.7888273364,4793877.914226112,False,10,504.0,1090.0
113,C.111,27,10,3,499639.5238689669,4792497.066734479,False,5,524.0,898.0
114,C.112,28,5,0,502530.80560705945,4796580.3864560705,False,10,601.0,997.0
115,C.113,28,10,0,499964.66002759064,4796065.284640228,False,14,626.0,893.0
116,C.114,28,5,0,500634.7600895395,4797505.46917637,False,12,534.0,924.0
117,C.115,28,10,3,500085.9743825005,4795701.179816064,False,15,717.0,805.0
118,C.116,29,10,0,499183.75933410804,4794958.059095332,False,6,579.0,915.0
119,C.117,29,5,0,500136.5955566807,4799023.497152922,False,6,652.0,1082.0
120,C.118,29,10,0,499848.8177383622,4795159.078362701,False,8,615.0,1011.0
121,C.119,29,15,3,499201.28621143,4796174.64060084,False,15,700.0,855.0
122,C.120,29,15,3,500418.65264119615,4796465.934051784,False,7,598.0,1107.0
123,C.121,30,10,0,502503.3219575267,4791581.221627491,False,8,532.0,1124.0
124,C.122,31,10,0,504116.9601103011,4796402.0901579335,False,11,662.0,1081.0
125,C.123,32,15,3,500110.0082758209,4793076.349169636,False,15,511.0,1068.0
126,C.124,32,10,3,499077.9195613948,4795624.231983649,False,5,530.0,780.0
127,C.125,32,5,3,500352.11804277636,4793927.882423366,False,10,523.0,926.0
128,C.126,32,15,0,502314.221511871,4793857.3154429635,False,7,561.0,1066.0
129,C.127,32,5,3,499742.75698627875,4794626.666757926,False,15,677.0,921.0
130,C.128,32,10,0,502205.1201616933,4794766.582859702,False,14,625.0,832.0
131,C.129,32,5,5,500792.1002944123,4794633.027757085,False,11,690.0,1083.0
132,C.130,32,5,3,501960.71705408354,4792036.73365647,False,14,629.0,848.0
133,C.131,32,5,0,500744.1197107314,4792892.917361508,False,6,516.0,1140.0
134,C.132,33,10,0,500018.8652582374,4796015.303724903,False,6,575.0,869.0
135,C.133,34,5,3,495887.77548151574,4795176.738491424,False,8,535.0,999.0
136,C.134,34,5,5,496129.07130661915,4795366.891144699,False,5,584.0,971.0
137,C.135,35,5,3,499679.4368400271,4786701.908643341,False,7,538.0,842.0
138,C.136,35,10,3,499170.16119372274,4787881.555359942,False,13,610.0,852.0
139,C.137,35,20,3,501211.9558983844,4788995.606205166,False,11,635.0,940.0
140,C.138,35,10,3,499571.5207272202,4784254.554388379,False,11,681.0,948.0
141,C.139,35,10,0,500805.88702437823,4786598.99765941,False,15,514.0,868.0
142,C.140,36,15,5,501519.1906110095,4797009.687275159,False,8,668.0,955.0
143,C.141,36,10,0,502262.0780884192,4798882.894155868,False,6,572.0,1048.0
144,C.142,36,5,0,501050.4362575358,4798478.992068707,False,8,661.0,852.0
145,C.143,37,5,10,499439.40167554276,4794696.884619251,False,10,670.0,1024.0
146,C.144,37,5,0,500621.3931761449,4793533.308680118,False,15,686.0,856.0
147,C.145,37,5,0,500913.90280256263,4793921.689194564,False,15,576.0,938.0
148,C.146,37,10,0,502544.0192488164,4791396.939812919,False,7,614.0,1103.0
149,C.147,38,10,5,500843.75418155285,4788159.979346467,False,5,555.0,877.0
150,C.148,39,5,0,501936.28771987016,4793811.24928227,False,12,528.0,881.0
151,C.149,39,10,0,500308.8408420706,4793079.993980864,False,9,573.0,911.0
152,C.150,40,10,0,499104.0341126131,4794755.126618712,False,9,692.0,881.0
153,C.151,40,5,0,499758.9925565414,4791047.740996816,False,15,638.0,798.0
154,C.152,40,15,0,498298.5394605641,4796096.171031151,False,8,665.0,861.0
155,C.153,41,10,0,494817.3477208399,4796573.46641081,False,10,668.0,1058.0
156,C.154,42,5,3,498591.7351477155,4788058.339680965,False,7,503.0,1118.0
157,C.155,43,10,0,498778.46395960776,4788000.62950095,False,13,627.0,1110.0
158,C.156,43,10,0,501689.8977912697,4785922.912430456,False,9,516.0,908.0
159,C.157,43,10,0,499733.8432017012,4785992.709969676,False,7,483.0,1123.0
160,C.158,43,10,0,500969.81841451855,4787335.148758856,False,15,699.0,1089.0
161,C.159,43,10,3,499772.65764787566,4786304.961210311,False,5,587.0,868.0
162,C.160,43,10,3,500104.9519706467,4787532.1065980075,False,14,605.0,992.0
163,C.161,43,5,0,500420.7279848237,4789753.253069922,False,10,499.0,922.0
164,C.162,43,5,0,499046.93121740036,4786930.23082458,False,6,667.0,844.0
165,C.163,43,5,0,498145.0506461177,4786113.60502454,False,7,631.0,855.0
166,C.164,43,10,5,498119.47600910964,4787602.908373153,False,5,529.0,978.0
167,C.165,43,5,3,499742.4110829634,4786454.821847598,False,13,656.0,922.0
168,C.166,43,15,3,499095.0318975343,4787413.601778397,False,12,658.0,1095.0
169,C.167,43,10,0,497106.3718881801,4787763.863172017,False,6,575.0,872.0
170,C.168,44,15,5,496892.063673845,4795004.108456759,False,15,584.0,1084.0
171,C.169,44,20,0,497002.170739507,4796690.135267025,False,12,643.0,1003.0
172,C.170,45,15,0,500503.1968350716,4797103.121288002,False,13,596.0,1070.0
173,C.171,46,15,0,501521.9188760106,4795532.97627945,False,5,577.0,881.0
174,C.172,46,10,0,501046.94419770164,4794324.36828756,False,9,707.0,1046.0
175,C.173,46,10,10,500051.8489594111,4796158.97267665,False,12,545.0,1134.0
176,C.174,46,5,3,501563.9361244215,4795326.684195422,False,15,558.0,889.0
177,C.175,46,5,0,499436.2037426621,4791248.518374364,False,6,641.0,1109.0
178,C.176,46,10,3,500209.6006872421,4794938.547406681,False,8,643.0,1044.0
179,C.177,46,10,10,499556.3961513947,4794511.345118233,False,11,485.0,782.0
180,C.178,46,5,5,501173.10951936536,4793310.34646344,False,7,518.0,864.0
181,C.179,46,10,3,501909.2197375417,4791959.356976579,False,9,649.0,1061.0
182,C.180,46,15,5,500749.70339043566,4794372.081362852,False,12,594.0,1107.0
183,C.181,46,10,10,500572.019135115,4791162.64673243,False,14,665.0,1083.0
184,C.182,46,10,3,499431.6895990503,4793631.83004515,False,7,604.0,896.0
185,C.183,46,15,0,499638.6386594558,4792917.091510056,False,8,491.0,1000.0
186,C.184,46,20,0,499049.7878612339,4792146.989550137,False,13,610.0,933.0
187,C.185,46,10,5,497869.6823328734,4795084.161209182,False,11,716.0,932.0
188,C.186,46,15,0,500012.45919852343,4793608.029883303,False,5,497.0,791.0
189,C.187,46,20,5,500123.97367677646,4793866.359595004,False,8,519.0,912.0
190,C.188,46,15,0,503089.110754448,4794747.046336691,False,8,500.0,1083.0
191,C.189,47,5,0,503935.951332436,4795416.532777827,False,13,622.0,1072.0
192,C.190,47,10,0,504488.193438377,4797208.294795827,False,10,704.0,1079.0
193,C.191,47,5,0,504925.5219445869,4796342.491606841,False,13,578.0,1007.0
194,C.192,47,5,10,504626.6071123026,4796074.545265602,False,10,505.0,1050.0
195,C.193,47,10,5,504289.67619942594,4795173.041845545,False,10,487.0,822.0
196,C.194,47,10,5,506086.2354024501,4794106.661509999,False,9,579.0,1122.0
197,C.195,47,15,3,505436.8647176118,4794919.944437559,False,9,719.0,1105.0
198,C.196,47,5,0,503843.5841969206,4795729.693713189,False,6,701.0,1081.0
199,C.197,47,15,3,502854.86845982185,4793082.003888389,False,12,566.0,800.0
200,C.198,47,10,3,504712.84837980516,4796647.556751583,False,12,521.0,886.0
201,C.199,48,10,3,502962.1528021017,4791977.3413387835,False,15,651.0,1115.0
202,C.200,48,15,0,498147.7728515551,4793933.194957079,False,5,493.0,1082.0
