id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,tmp_oid,role,service_time,tw_open,tw_close
36,P.37,1,0,5,499817.0,4793518.0,False,37.0,P,7,484.0,1004.0
37,P.44,2,0,10,499115.0,4795417.0,False,44.0,P,11,485.0,905.0
38,P.18,2,0,10,498881.0,4795695.0,False,18.0,P,8,489.0,909.0
39,D.36,6,10,0,502667.0,4792691.0,False,36.0,D,13,681.0,832.0
40,D.41,2,5,0,498130.0,4795490.0,False,41.0,D,7,506.0,951.0
41,D.39,6,10,0,503197.0,4791554.0,False,39.0,D,9,626.0,997.0
42,P.38,7,0,20,500345.0,4787131.0,False,38.0,P,7,519.0,939.0
43,D.22,6,15,0,501721.0,4791088.0,False,22.0,D,11,771.0,977.0
44,P.11,2,0,10,498526.0,4795774.0,False,11.0,P,9,569.0,1026.0
45,D.0,4,10,0,494886.0,4792830.0,False,0.0,D,13,620.0,1103.0
46,D.19,1,5,0,501039.0,4793705.0,False,19.0,D,11,562.0,982.0
47,P.4,3,0,5,497553.0,4794221.0,False,4.0,P,6,543.0,963.0
48,P.28,10,0,15,498127.0,4790145.0,False,28.0,P,8,482.0,902.0
49,D.31,10,5,0,498971.0,4790157.0,False,31.0,D,13,693.0,1034.0
50,D.35,3,5,0,497331.0,4794585.0,False,35.0,D,6,575.0,1073.0
51,P.7,4,0,20,496257.0,4792579.0,False,7.0,P,14,639.0,1059.0
52,P.15,3,0,5,496767.0,4795050.0,False,15.0,P,13,684.0,1104.0
53,D.32,10,15,0,498973.0,4790007.0,False,32.0,D,14,615.0,877.0
54,D.26,8,5,0,505127.0,4789903.0,False,26.0,D,9,557.0,977.0
55,P.33,10,0,5,498564.0,4790018.0,False,33.0,P,6,599.0,1019.0
56,P.39,2,0,10,498175.0,4796298.0,False,39.0,P,8,503.0,923.0
57,D.45,6,20,0,503998.0,4791707.0,False,45.0,D,11,686.0,876.0
58,P.36,3,0,10,496704.0,4795411.0,False,36.0,P,12,560.0,980.0
59,P.23,9,0,10,503540.0,4795033.0,False,23.0,P,7,483.0,903.0
60,P.3,8,0,15,505611.0,4790028.0,False,3.0,P,5,546.0,966.0
61,P.24,10,0,15,498475.0,4789858.0,False,24.0,P,8,622.0,1105.0
62,D.34,7,15,0,499415.0,4786662.0,False,34.0,D,6,685.0,1128.0
63,D.27,10,10,0,499229.0,4790323.0,False,27.0,D,12,568.0,1038.0
64,D.43,7,5,0,501014.0,4787874.0,False,43.0,D,8,611.0,927.0
65,P.32,5,0,15,500928.0,4796790.0,False,32.0,P,6,492.0,1031.0
66,D.18,4,10,0,496661.0,4791462.0,False,18.0,D,10,639.0,1125.0
67,P.27,6,0,10,502201.0,4791449.0,False,27.0,P,10,506.0,926.0
68,P.29,5,0,15,500545.0,4797095.0,False,29.0,P,14,507.0,927.0
69,P.40,9,0,10,503906.0,4794468.0,False,40.0,P,8,565.0,1131.0
70,D.21,9,15,0,503436.0,4794572.0,False,21.0,D,10,626.0,978.0
71,D.17,2,5,0,498015.0,4795931.0,False,17.0,D,6,651.0,1087.0
72,P.35,2,0,5,498516.0,4796163.0,False,35.0,P,14,487.0,907.0
73,D.40,6,10,0,502946.0,4792171.0,False,40.0,D,6,614.0,818.0
74,P.17,10,0,5,498346.0,4790124.0,False,17.0,P,14,541.0,1117.0
75,P.9,8,0,10,505089.0,4790292.0,False,9.0,P,8,664.0,1139.0
76,D.30,2,10,0,498272.0,4795868.0,False,30.0,D,12,534.0,908.0
77,D.5,1,15,0,500982.0,4794214.0,False,5.0,D,11,590.0,1046.0
78,P.6,7,0,10,500293.0,4787645.0,False,6.0,P,13,507.0,930.0
79,P.12,3,0,10,496882.0,4794721.0,False,12.0,P,12,587.0,1077.0
80,D.15,8,5,0,505654.0,4788900.0,False,15.0,D,9,877.0,878.0
81,D.44,5,10,0,501836.0,4796229.0,False,44.0,D,6,563.0,1042.0
82,P.34,9,0,15,504483.0,4795356.0,False,34.0,P,9,509.0,1031.0
83,D.10,10,10,0,499588.0,4790334.0,False,10.0,D,12,584.0,923.0
84,P.14,1,0,5,500241.0,4792956.0,False,14.0,P,14,554.0,1125.0
85,P.5,7,0,15,500523.0,4787850.0,False,5.0,P,13,471.0,891.0
86,D.38,5,20,0,500333.0,4797896.0,False,38.0,D,13,705.0,839.0
87,P.41,10,0,5,499663.0,4790455.0,False,41.0,P,5,361.0,781.0
88,P.22,3,0,15,497038.0,4794342.0,False,22.0,P,13,663.0,1083.0
89,P.31,4,0,5,495617.0,4792600.0,False,31.0,P,11,613.0,1033.0
90,D.7,9,20,0,503669.0,4794849.0,False,7.0,D,13,782.0,919.0
91,D.37,5,5,0,501359.0,4797029.0,False,37.0,D,12,554.0,816.0
92,P.8,5,0,10,500723.0,4795954.0,False,8.0,P,5,519.0,939.0
93,P.19,3,0,5,496478.0,4794738.0,False,19.0,P,12,368.0,788.0
94,D.16,4,10,0,494399.0,4793788.0,False,16.0,D,12,846.0,1012.0
95,P.2,3,0,10,496106.0,4794950.0,False,2.0,P,15,458.0,878.0
96,P.43,8,0,5,506360.0,4790438.0,False,43.0,P,7,506.0,926.0
97,P.42,1,0,10,500394.0,4794227.0,False,42.0,P,5,663.0,1083.0
98,P.45,5,0,20,500068.0,4796818.0,False,45.0,P,12,567.0,987.0
99,D.3,1,15,0,500408.0,4793723.0,False,3.0,D,7,657.0,910.0
