order_id,node_id,order_type,quantity,goods
20,9,1,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
21,11,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
22,11,1,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
23,11,1,1,"[{""goods_type"": 3, ""weight"": 1}]"
24,12,0,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
25,13,0,10,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 5}, {""goods_type"": 4, ""weight"": 2}]"
26,13,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
27,13,1,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
28,14,0,10,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 1, ""weight"": 7}]"
29,15,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
30,15,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
31,16,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
32,16,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
33,16,0,3,"[{""goods_type"": 2, ""weight"": 3}]"
34,17,0,10,"[{""goods_type"": 4, ""weight"": 8}, {""goods_type"": 4, ""weight"": 2}]"
35,17,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
36,18,0,10,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 3}, {""goods_type"": 4, ""weight"": 5}]"
37,19,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
38,19,1,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
39,20,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
40,21,0,4,"[{""goods_type"": 2, ""weight"": 4}]"
41,21,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
42,21,1,3,"[{""goods_type"": 3, ""weight"": 3}]"
43,22,0,4,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
44,22,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
45,23,0,10,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 4, ""weight"": 5}, {""goods_type"": 4, ""weight"": 2}]"
46,23,1,5,"[{""goods_type"": 4, ""weight"": 5}]"
47,24,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
48,25,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
49,25,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
50,26,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
51,26,0,4,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
52,27,0,10,"[{""goods_type"": 3, ""weight"": 7}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
53,27,1,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 3}]"
54,28,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
55,28,0,4,"[{""goods_type"": 3, ""weight"": 4}]"
56,28,0,5,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 1, ""weight"": 1}]"
57,29,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 3}]"
58,29,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
59,30,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
60,31,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
61,31,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
62,32,0,4,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
63,32,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
64,34,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
65,35,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
66,35,1,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
67,36,0,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 3}]"
68,37,0,10,"[{""goods_type"": 2, ""weight"": 9}, {""goods_type"": 2, ""weight"": 1}]"
69,37,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
70,38,0,8,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 2, ""weight"": 5}]"
71,38,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
72,39,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
73,39,0,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
74,39,1,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
75,40,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 4}]"
76,41,0,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 4, ""weight"": 2}]"
77,41,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
78,42,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
79,43,0,10,"[{""goods_type"": 4, ""weight"": 4}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 4}]"
80,43,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
81,44,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
82,45,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 4}]"
83,45,1,1,"[{""goods_type"": 3, ""weight"": 1}]"
84,45,1,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
85,46,0,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
86,47,0,10,"[{""goods_type"": 2, ""weight"": 5}, {""goods_type"": 4, ""weight"": 5}]"
87,47,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
88,49,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
89,49,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
90,50,0,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
